"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","characteristics_ch1.3","molecule_ch1","extract_protocol_ch1","extract_protocol_ch1.1","extract_protocol_ch1.2","taxid_ch1","description","data_processing","data_processing.1","data_processing.2","data_processing.3","data_processing.4","data_processing.5","data_processing.6","data_processing.7","data_processing.8","platform_id","contact_name","contact_email","contact_phone","contact_laboratory","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","data_row_count","instrument_model","library_selection","library_source","library_strategy","relation","relation.1","supplementary_file_1","assay:ch1","cell type:ch1","donor:ch1","time:ch1"
"GSM1576412","HD30_PBMC_1_SL27206","GSM1576412","Public on Jan 06 2015","Jan 05 2015","May 15 2019","SRA","1","PBMC","Homo sapiens","time: 1 d","cell type: primary human PBMC","assay: RNA-seq","donor: Donor: HD30","total RNA","PBMC and PMN were fractionated from fresh human blood via ficoll separation. CD3+ T cells, CD11c+ mDC, CD14+ monocytes, CD15+ Neutrophils, CD19+ B cells and CD56+ NK cells were isolated from PBMC/PMN by MACS enrichment followed by FACS sorting. Total RNA was extracted from PBMC and sorted immune cells (≤0.5x106 cells) from the two TIV-vaccinated subjects using the automated Maxwell 16® magnetic particle processor and a Maxwell 16 LEV simply RNA kit (Promega Corp.).","Polyadenylated RNAs were isolated using NEBNext magnetic oligo d(T)25 beads. NEBNext mRNA Library Prep Reagent Set for Illumina (New England BioLabs Inc.) was used to prepare individually bar-coded next generation sequencing expression libraries.","50bp, paired end RNA-seq (25 million read)","9606","poly-A enriched mRNA","Image analysis and base calling was performed using the standard Illumina Pipeline consisting of Real time Analysis (RTA) version v1.13.","Raw reads were de-multiplexed using a bcl2fastq conversion software v1.8.3 (Illumina, Inc.) with default settings.","Quality control checks on raw sequence data from each sample were performed using FastQC (Babraham Bioinformatics)."," Raw reads were mapped to the reference human genome hg19/GRCh37 using TopHat v1.4","The alignment metrics of the mapped reads were estimated using SAMtools.","Aligned reads were imported onto the commercial data analysis platform AvadisNGS v1.5 (Strand Life Sciences) and were filtered on the basis of read quality metrics where reads with a base quality score less than 30, alignment score less than 95, and mapping quality less than 40 were removed. Remaining reads were then filtered on the basis of their read statistics, where missing mates, translocated, unaligned and flipped reads were removed. The reads list was then filtered to remove duplicates.","Quantification of transcript abundance in AvadisNGS v 1.5 was performed on this final read list using Trimmed Means of M-values (TMM) as the normalization method","Genome_build: hg19","Supplementary_files_format_and_content: Output data was a normalized signal value generated by AvadisNGS v1.5. This data is presented in a tab-delimited text file.","GPL11154","Andrew,J,Link","andrew.link@vanderbilt.edu","615-343-6823","Andrew Link Lab","Pathology, Microbiology and Immunology","Vanderbilt University School of Medicine","1161 21st Ave South","Nashville","Tennessee","37232-2363","USA","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03274991","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX828399","NONE","RNA-seq","primary human PBMC","Donor: HD30","1 d"
"GSM1576413","HD30_PBMC_3_SL27213","GSM1576413","Public on Jan 06 2015","Jan 05 2015","May 15 2019","SRA","1","PBMC","Homo sapiens","time: 3 d","cell type: primary human PBMC","assay: RNA-seq","donor: Donor: HD30","total RNA","PBMC and PMN were fractionated from fresh human blood via ficoll separation. CD3+ T cells, CD11c+ mDC, CD14+ monocytes, CD15+ Neutrophils, CD19+ B cells and CD56+ NK cells were isolated from PBMC/PMN by MACS enrichment followed by FACS sorting. Total RNA was extracted from PBMC and sorted immune cells (≤0.5x106 cells) from the two TIV-vaccinated subjects using the automated Maxwell 16® magnetic particle processor and a Maxwell 16 LEV simply RNA kit (Promega Corp.).","Polyadenylated RNAs were isolated using NEBNext magnetic oligo d(T)25 beads. NEBNext mRNA Library Prep Reagent Set for Illumina (New England BioLabs Inc.) was used to prepare individually bar-coded next generation sequencing expression libraries.","50bp, paired end RNA-seq (25 million read)","9606","poly-A enriched mRNA","Image analysis and base calling was performed using the standard Illumina Pipeline consisting of Real time Analysis (RTA) version v1.13.","Raw reads were de-multiplexed using a bcl2fastq conversion software v1.8.3 (Illumina, Inc.) with default settings.","Quality control checks on raw sequence data from each sample were performed using FastQC (Babraham Bioinformatics)."," Raw reads were mapped to the reference human genome hg19/GRCh37 using TopHat v1.4","The alignment metrics of the mapped reads were estimated using SAMtools.","Aligned reads were imported onto the commercial data analysis platform AvadisNGS v1.5 (Strand Life Sciences) and were filtered on the basis of read quality metrics where reads with a base quality score less than 30, alignment score less than 95, and mapping quality less than 40 were removed. Remaining reads were then filtered on the basis of their read statistics, where missing mates, translocated, unaligned and flipped reads were removed. The reads list was then filtered to remove duplicates.","Quantification of transcript abundance in AvadisNGS v 1.5 was performed on this final read list using Trimmed Means of M-values (TMM) as the normalization method","Genome_build: hg19","Supplementary_files_format_and_content: Output data was a normalized signal value generated by AvadisNGS v1.5. This data is presented in a tab-delimited text file.","GPL11154","Andrew,J,Link","andrew.link@vanderbilt.edu","615-343-6823","Andrew Link Lab","Pathology, Microbiology and Immunology","Vanderbilt University School of Medicine","1161 21st Ave South","Nashville","Tennessee","37232-2363","USA","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03274998","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX828400","NONE","RNA-seq","primary human PBMC","Donor: HD30","3 d"
"GSM1576414","HD30_PBMC_7_SL27220","GSM1576414","Public on Jan 06 2015","Jan 05 2015","May 15 2019","SRA","1","PBMC","Homo sapiens","time: 7 d","cell type: primary human PBMC","assay: RNA-seq","donor: Donor: HD30","total RNA","PBMC and PMN were fractionated from fresh human blood via ficoll separation. CD3+ T cells, CD11c+ mDC, CD14+ monocytes, CD15+ Neutrophils, CD19+ B cells and CD56+ NK cells were isolated from PBMC/PMN by MACS enrichment followed by FACS sorting. Total RNA was extracted from PBMC and sorted immune cells (≤0.5x106 cells) from the two TIV-vaccinated subjects using the automated Maxwell 16® magnetic particle processor and a Maxwell 16 LEV simply RNA kit (Promega Corp.).","Polyadenylated RNAs were isolated using NEBNext magnetic oligo d(T)25 beads. NEBNext mRNA Library Prep Reagent Set for Illumina (New England BioLabs Inc.) was used to prepare individually bar-coded next generation sequencing expression libraries.","50bp, paired end RNA-seq (25 million read)","9606","poly-A enriched mRNA","Image analysis and base calling was performed using the standard Illumina Pipeline consisting of Real time Analysis (RTA) version v1.13.","Raw reads were de-multiplexed using a bcl2fastq conversion software v1.8.3 (Illumina, Inc.) with default settings.","Quality control checks on raw sequence data from each sample were performed using FastQC (Babraham Bioinformatics)."," Raw reads were mapped to the reference human genome hg19/GRCh37 using TopHat v1.4","The alignment metrics of the mapped reads were estimated using SAMtools.","Aligned reads were imported onto the commercial data analysis platform AvadisNGS v1.5 (Strand Life Sciences) and were filtered on the basis of read quality metrics where reads with a base quality score less than 30, alignment score less than 95, and mapping quality less than 40 were removed. Remaining reads were then filtered on the basis of their read statistics, where missing mates, translocated, unaligned and flipped reads were removed. The reads list was then filtered to remove duplicates.","Quantification of transcript abundance in AvadisNGS v 1.5 was performed on this final read list using Trimmed Means of M-values (TMM) as the normalization method","Genome_build: hg19","Supplementary_files_format_and_content: Output data was a normalized signal value generated by AvadisNGS v1.5. This data is presented in a tab-delimited text file.","GPL11154","Andrew,J,Link","andrew.link@vanderbilt.edu","615-343-6823","Andrew Link Lab","Pathology, Microbiology and Immunology","Vanderbilt University School of Medicine","1161 21st Ave South","Nashville","Tennessee","37232-2363","USA","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03275021","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX828401","NONE","RNA-seq","primary human PBMC","Donor: HD30","7 d"
"GSM1576415","HD30_T_0_SL27203","GSM1576415","Public on Jan 06 2015","Jan 05 2015","May 15 2019","SRA","1","T cells","Homo sapiens","time: 0 d","cell type: primary human T cells","assay: RNA-seq","donor: Donor: HD30","total RNA","PBMC and PMN were fractionated from fresh human blood via ficoll separation. CD3+ T cells, CD11c+ mDC, CD14+ monocytes, CD15+ Neutrophils, CD19+ B cells and CD56+ NK cells were isolated from PBMC/PMN by MACS enrichment followed by FACS sorting. Total RNA was extracted from PBMC and sorted immune cells (≤0.5x106 cells) from the two TIV-vaccinated subjects using the automated Maxwell 16® magnetic particle processor and a Maxwell 16 LEV simply RNA kit (Promega Corp.).","Polyadenylated RNAs were isolated using NEBNext magnetic oligo d(T)25 beads. NEBNext mRNA Library Prep Reagent Set for Illumina (New England BioLabs Inc.) was used to prepare individually bar-coded next generation sequencing expression libraries.","50bp, paired end RNA-seq (25 million read)","9606","poly-A enriched mRNA","Image analysis and base calling was performed using the standard Illumina Pipeline consisting of Real time Analysis (RTA) version v1.13.","Raw reads were de-multiplexed using a bcl2fastq conversion software v1.8.3 (Illumina, Inc.) with default settings.","Quality control checks on raw sequence data from each sample were performed using FastQC (Babraham Bioinformatics)."," Raw reads were mapped to the reference human genome hg19/GRCh37 using TopHat v1.4","The alignment metrics of the mapped reads were estimated using SAMtools.","Aligned reads were imported onto the commercial data analysis platform AvadisNGS v1.5 (Strand Life Sciences) and were filtered on the basis of read quality metrics where reads with a base quality score less than 30, alignment score less than 95, and mapping quality less than 40 were removed. Remaining reads were then filtered on the basis of their read statistics, where missing mates, translocated, unaligned and flipped reads were removed. The reads list was then filtered to remove duplicates.","Quantification of transcript abundance in AvadisNGS v 1.5 was performed on this final read list using Trimmed Means of M-values (TMM) as the normalization method","Genome_build: hg19","Supplementary_files_format_and_content: Output data was a normalized signal value generated by AvadisNGS v1.5. This data is presented in a tab-delimited text file.","GPL11154","Andrew,J,Link","andrew.link@vanderbilt.edu","615-343-6823","Andrew Link Lab","Pathology, Microbiology and Immunology","Vanderbilt University School of Medicine","1161 21st Ave South","Nashville","Tennessee","37232-2363","USA","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03274999","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX828402","NONE","RNA-seq","primary human T cells","Donor: HD30","0 d"
"GSM1576416","HD30_T_1_SL27210","GSM1576416","Public on Jan 06 2015","Jan 05 2015","May 15 2019","SRA","1","T cells","Homo sapiens","time: 1 d","cell type: primary human T cells","assay: RNA-seq","donor: Donor: HD30","total RNA","PBMC and PMN were fractionated from fresh human blood via ficoll separation. CD3+ T cells, CD11c+ mDC, CD14+ monocytes, CD15+ Neutrophils, CD19+ B cells and CD56+ NK cells were isolated from PBMC/PMN by MACS enrichment followed by FACS sorting. Total RNA was extracted from PBMC and sorted immune cells (≤0.5x106 cells) from the two TIV-vaccinated subjects using the automated Maxwell 16® magnetic particle processor and a Maxwell 16 LEV simply RNA kit (Promega Corp.).","Polyadenylated RNAs were isolated using NEBNext magnetic oligo d(T)25 beads. NEBNext mRNA Library Prep Reagent Set for Illumina (New England BioLabs Inc.) was used to prepare individually bar-coded next generation sequencing expression libraries.","50bp, paired end RNA-seq (25 million read)","9606","poly-A enriched mRNA","Image analysis and base calling was performed using the standard Illumina Pipeline consisting of Real time Analysis (RTA) version v1.13.","Raw reads were de-multiplexed using a bcl2fastq conversion software v1.8.3 (Illumina, Inc.) with default settings.","Quality control checks on raw sequence data from each sample were performed using FastQC (Babraham Bioinformatics)."," Raw reads were mapped to the reference human genome hg19/GRCh37 using TopHat v1.4","The alignment metrics of the mapped reads were estimated using SAMtools.","Aligned reads were imported onto the commercial data analysis platform AvadisNGS v1.5 (Strand Life Sciences) and were filtered on the basis of read quality metrics where reads with a base quality score less than 30, alignment score less than 95, and mapping quality less than 40 were removed. Remaining reads were then filtered on the basis of their read statistics, where missing mates, translocated, unaligned and flipped reads were removed. The reads list was then filtered to remove duplicates.","Quantification of transcript abundance in AvadisNGS v 1.5 was performed on this final read list using Trimmed Means of M-values (TMM) as the normalization method","Genome_build: hg19","Supplementary_files_format_and_content: Output data was a normalized signal value generated by AvadisNGS v1.5. This data is presented in a tab-delimited text file.","GPL11154","Andrew,J,Link","andrew.link@vanderbilt.edu","615-343-6823","Andrew Link Lab","Pathology, Microbiology and Immunology","Vanderbilt University School of Medicine","1161 21st Ave South","Nashville","Tennessee","37232-2363","USA","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03274979","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX828403","NONE","RNA-seq","primary human T cells","Donor: HD30","1 d"
"GSM1576417","HD30_T_3_SL27217","GSM1576417","Public on Jan 06 2015","Jan 05 2015","May 15 2019","SRA","1","T cells","Homo sapiens","time: 3 d","cell type: primary human T cells","assay: RNA-seq","donor: Donor: HD30","total RNA","PBMC and PMN were fractionated from fresh human blood via ficoll separation. CD3+ T cells, CD11c+ mDC, CD14+ monocytes, CD15+ Neutrophils, CD19+ B cells and CD56+ NK cells were isolated from PBMC/PMN by MACS enrichment followed by FACS sorting. Total RNA was extracted from PBMC and sorted immune cells (≤0.5x106 cells) from the two TIV-vaccinated subjects using the automated Maxwell 16® magnetic particle processor and a Maxwell 16 LEV simply RNA kit (Promega Corp.).","Polyadenylated RNAs were isolated using NEBNext magnetic oligo d(T)25 beads. NEBNext mRNA Library Prep Reagent Set for Illumina (New England BioLabs Inc.) was used to prepare individually bar-coded next generation sequencing expression libraries.","50bp, paired end RNA-seq (25 million read)","9606","poly-A enriched mRNA","Image analysis and base calling was performed using the standard Illumina Pipeline consisting of Real time Analysis (RTA) version v1.13.","Raw reads were de-multiplexed using a bcl2fastq conversion software v1.8.3 (Illumina, Inc.) with default settings.","Quality control checks on raw sequence data from each sample were performed using FastQC (Babraham Bioinformatics)."," Raw reads were mapped to the reference human genome hg19/GRCh37 using TopHat v1.4","The alignment metrics of the mapped reads were estimated using SAMtools.","Aligned reads were imported onto the commercial data analysis platform AvadisNGS v1.5 (Strand Life Sciences) and were filtered on the basis of read quality metrics where reads with a base quality score less than 30, alignment score less than 95, and mapping quality less than 40 were removed. Remaining reads were then filtered on the basis of their read statistics, where missing mates, translocated, unaligned and flipped reads were removed. The reads list was then filtered to remove duplicates.","Quantification of transcript abundance in AvadisNGS v 1.5 was performed on this final read list using Trimmed Means of M-values (TMM) as the normalization method","Genome_build: hg19","Supplementary_files_format_and_content: Output data was a normalized signal value generated by AvadisNGS v1.5. This data is presented in a tab-delimited text file.","GPL11154","Andrew,J,Link","andrew.link@vanderbilt.edu","615-343-6823","Andrew Link Lab","Pathology, Microbiology and Immunology","Vanderbilt University School of Medicine","1161 21st Ave South","Nashville","Tennessee","37232-2363","USA","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03274983","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX828404","NONE","RNA-seq","primary human T cells","Donor: HD30","3 d"
"GSM1576418","HD30_T_7_SL27224","GSM1576418","Public on Jan 06 2015","Jan 05 2015","May 15 2019","SRA","1","T cells","Homo sapiens","time: 7 d","cell type: primary human T cells","assay: RNA-seq","donor: Donor: HD30","total RNA","PBMC and PMN were fractionated from fresh human blood via ficoll separation. CD3+ T cells, CD11c+ mDC, CD14+ monocytes, CD15+ Neutrophils, CD19+ B cells and CD56+ NK cells were isolated from PBMC/PMN by MACS enrichment followed by FACS sorting. Total RNA was extracted from PBMC and sorted immune cells (≤0.5x106 cells) from the two TIV-vaccinated subjects using the automated Maxwell 16® magnetic particle processor and a Maxwell 16 LEV simply RNA kit (Promega Corp.).","Polyadenylated RNAs were isolated using NEBNext magnetic oligo d(T)25 beads. NEBNext mRNA Library Prep Reagent Set for Illumina (New England BioLabs Inc.) was used to prepare individually bar-coded next generation sequencing expression libraries.","50bp, paired end RNA-seq (25 million read)","9606","poly-A enriched mRNA","Image analysis and base calling was performed using the standard Illumina Pipeline consisting of Real time Analysis (RTA) version v1.13.","Raw reads were de-multiplexed using a bcl2fastq conversion software v1.8.3 (Illumina, Inc.) with default settings.","Quality control checks on raw sequence data from each sample were performed using FastQC (Babraham Bioinformatics)."," Raw reads were mapped to the reference human genome hg19/GRCh37 using TopHat v1.4","The alignment metrics of the mapped reads were estimated using SAMtools.","Aligned reads were imported onto the commercial data analysis platform AvadisNGS v1.5 (Strand Life Sciences) and were filtered on the basis of read quality metrics where reads with a base quality score less than 30, alignment score less than 95, and mapping quality less than 40 were removed. Remaining reads were then filtered on the basis of their read statistics, where missing mates, translocated, unaligned and flipped reads were removed. The reads list was then filtered to remove duplicates.","Quantification of transcript abundance in AvadisNGS v 1.5 was performed on this final read list using Trimmed Means of M-values (TMM) as the normalization method","Genome_build: hg19","Supplementary_files_format_and_content: Output data was a normalized signal value generated by AvadisNGS v1.5. This data is presented in a tab-delimited text file.","GPL11154","Andrew,J,Link","andrew.link@vanderbilt.edu","615-343-6823","Andrew Link Lab","Pathology, Microbiology and Immunology","Vanderbilt University School of Medicine","1161 21st Ave South","Nashville","Tennessee","37232-2363","USA","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03274980","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX828405","NONE","RNA-seq","primary human T cells","Donor: HD30","7 d"
"GSM1576419","HD31_B_0_SL17288","GSM1576419","Public on Jan 06 2015","Jan 05 2015","May 15 2019","SRA","1","B cells","Homo sapiens","time: 0 d","cell type: primary human B cells","assay: RNA-seq","donor: Donor: HD31","total RNA","PBMC and PMN were fractionated from fresh human blood via ficoll separation. CD3+ T cells, CD11c+ mDC, CD14+ monocytes, CD15+ Neutrophils, CD19+ B cells and CD56+ NK cells were isolated from PBMC/PMN by MACS enrichment followed by FACS sorting. Total RNA was extracted from PBMC and sorted immune cells (≤0.5x106 cells) from the two TIV-vaccinated subjects using the automated Maxwell 16® magnetic particle processor and a Maxwell 16 LEV simply RNA kit (Promega Corp.).","Polyadenylated RNAs were isolated using NEBNext magnetic oligo d(T)25 beads. NEBNext mRNA Library Prep Reagent Set for Illumina (New England BioLabs Inc.) was used to prepare individually bar-coded next generation sequencing expression libraries.","50bp, paired end RNA-seq (25 million read)","9606","poly-A enriched mRNA","Image analysis and base calling was performed using the standard Illumina Pipeline consisting of Real time Analysis (RTA) version v1.13.","Raw reads were de-multiplexed using a bcl2fastq conversion software v1.8.3 (Illumina, Inc.) with default settings.","Quality control checks on raw sequence data from each sample were performed using FastQC (Babraham Bioinformatics)."," Raw reads were mapped to the reference human genome hg19/GRCh37 using TopHat v1.4","The alignment metrics of the mapped reads were estimated using SAMtools.","Aligned reads were imported onto the commercial data analysis platform AvadisNGS v1.5 (Strand Life Sciences) and were filtered on the basis of read quality metrics where reads with a base quality score less than 30, alignment score less than 95, and mapping quality less than 40 were removed. Remaining reads were then filtered on the basis of their read statistics, where missing mates, translocated, unaligned and flipped reads were removed. The reads list was then filtered to remove duplicates.","Quantification of transcript abundance in AvadisNGS v 1.5 was performed on this final read list using Trimmed Means of M-values (TMM) as the normalization method","Genome_build: hg19","Supplementary_files_format_and_content: Output data was a normalized signal value generated by AvadisNGS v1.5. This data is presented in a tab-delimited text file.","GPL11154","Andrew,J,Link","andrew.link@vanderbilt.edu","615-343-6823","Andrew Link Lab","Pathology, Microbiology and Immunology","Vanderbilt University School of Medicine","1161 21st Ave South","Nashville","Tennessee","37232-2363","USA","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03274981","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX828406","NONE","RNA-seq","primary human B cells","Donor: HD31","0 d"
"GSM1576420","HD31_B_1_SL17296","GSM1576420","Public on Jan 06 2015","Jan 05 2015","May 15 2019","SRA","1","B cells","Homo sapiens","time: 1 d","cell type: primary human B cells","assay: RNA-seq","donor: Donor: HD31","total RNA","PBMC and PMN were fractionated from fresh human blood via ficoll separation. CD3+ T cells, CD11c+ mDC, CD14+ monocytes, CD15+ Neutrophils, CD19+ B cells and CD56+ NK cells were isolated from PBMC/PMN by MACS enrichment followed by FACS sorting. Total RNA was extracted from PBMC and sorted immune cells (≤0.5x106 cells) from the two TIV-vaccinated subjects using the automated Maxwell 16® magnetic particle processor and a Maxwell 16 LEV simply RNA kit (Promega Corp.).","Polyadenylated RNAs were isolated using NEBNext magnetic oligo d(T)25 beads. NEBNext mRNA Library Prep Reagent Set for Illumina (New England BioLabs Inc.) was used to prepare individually bar-coded next generation sequencing expression libraries.","50bp, paired end RNA-seq (25 million read)","9606","poly-A enriched mRNA","Image analysis and base calling was performed using the standard Illumina Pipeline consisting of Real time Analysis (RTA) version v1.13.","Raw reads were de-multiplexed using a bcl2fastq conversion software v1.8.3 (Illumina, Inc.) with default settings.","Quality control checks on raw sequence data from each sample were performed using FastQC (Babraham Bioinformatics)."," Raw reads were mapped to the reference human genome hg19/GRCh37 using TopHat v1.4","The alignment metrics of the mapped reads were estimated using SAMtools.","Aligned reads were imported onto the commercial data analysis platform AvadisNGS v1.5 (Strand Life Sciences) and were filtered on the basis of read quality metrics where reads with a base quality score less than 30, alignment score less than 95, and mapping quality less than 40 were removed. Remaining reads were then filtered on the basis of their read statistics, where missing mates, translocated, unaligned and flipped reads were removed. The reads list was then filtered to remove duplicates.","Quantification of transcript abundance in AvadisNGS v 1.5 was performed on this final read list using Trimmed Means of M-values (TMM) as the normalization method","Genome_build: hg19","Supplementary_files_format_and_content: Output data was a normalized signal value generated by AvadisNGS v1.5. This data is presented in a tab-delimited text file.","GPL11154","Andrew,J,Link","andrew.link@vanderbilt.edu","615-343-6823","Andrew Link Lab","Pathology, Microbiology and Immunology","Vanderbilt University School of Medicine","1161 21st Ave South","Nashville","Tennessee","37232-2363","USA","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03274984","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX828407","NONE","RNA-seq","primary human B cells","Donor: HD31","1 d"
"GSM1576421","HD31_B_3_SL17304","GSM1576421","Public on Jan 06 2015","Jan 05 2015","May 15 2019","SRA","1","B cells","Homo sapiens","time: 3 d","cell type: primary human B cells","assay: RNA-seq","donor: Donor: HD31","total RNA","PBMC and PMN were fractionated from fresh human blood via ficoll separation. CD3+ T cells, CD11c+ mDC, CD14+ monocytes, CD15+ Neutrophils, CD19+ B cells and CD56+ NK cells were isolated from PBMC/PMN by MACS enrichment followed by FACS sorting. Total RNA was extracted from PBMC and sorted immune cells (≤0.5x106 cells) from the two TIV-vaccinated subjects using the automated Maxwell 16® magnetic particle processor and a Maxwell 16 LEV simply RNA kit (Promega Corp.).","Polyadenylated RNAs were isolated using NEBNext magnetic oligo d(T)25 beads. NEBNext mRNA Library Prep Reagent Set for Illumina (New England BioLabs Inc.) was used to prepare individually bar-coded next generation sequencing expression libraries.","50bp, paired end RNA-seq (25 million read)","9606","poly-A enriched mRNA","Image analysis and base calling was performed using the standard Illumina Pipeline consisting of Real time Analysis (RTA) version v1.13.","Raw reads were de-multiplexed using a bcl2fastq conversion software v1.8.3 (Illumina, Inc.) with default settings.","Quality control checks on raw sequence data from each sample were performed using FastQC (Babraham Bioinformatics)."," Raw reads were mapped to the reference human genome hg19/GRCh37 using TopHat v1.4","The alignment metrics of the mapped reads were estimated using SAMtools.","Aligned reads were imported onto the commercial data analysis platform AvadisNGS v1.5 (Strand Life Sciences) and were filtered on the basis of read quality metrics where reads with a base quality score less than 30, alignment score less than 95, and mapping quality less than 40 were removed. Remaining reads were then filtered on the basis of their read statistics, where missing mates, translocated, unaligned and flipped reads were removed. The reads list was then filtered to remove duplicates.","Quantification of transcript abundance in AvadisNGS v 1.5 was performed on this final read list using Trimmed Means of M-values (TMM) as the normalization method","Genome_build: hg19","Supplementary_files_format_and_content: Output data was a normalized signal value generated by AvadisNGS v1.5. This data is presented in a tab-delimited text file.","GPL11154","Andrew,J,Link","andrew.link@vanderbilt.edu","615-343-6823","Andrew Link Lab","Pathology, Microbiology and Immunology","Vanderbilt University School of Medicine","1161 21st Ave South","Nashville","Tennessee","37232-2363","USA","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03275028","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX828408","NONE","RNA-seq","primary human B cells","Donor: HD31","3 d"
"GSM1576422","HD31_B_7_SL17312","GSM1576422","Public on Jan 06 2015","Jan 05 2015","May 15 2019","SRA","1","B cells","Homo sapiens","time: 7 d","cell type: primary human B cells","assay: RNA-seq","donor: Donor: HD31","total RNA","PBMC and PMN were fractionated from fresh human blood via ficoll separation. CD3+ T cells, CD11c+ mDC, CD14+ monocytes, CD15+ Neutrophils, CD19+ B cells and CD56+ NK cells were isolated from PBMC/PMN by MACS enrichment followed by FACS sorting. Total RNA was extracted from PBMC and sorted immune cells (≤0.5x106 cells) from the two TIV-vaccinated subjects using the automated Maxwell 16® magnetic particle processor and a Maxwell 16 LEV simply RNA kit (Promega Corp.).","Polyadenylated RNAs were isolated using NEBNext magnetic oligo d(T)25 beads. NEBNext mRNA Library Prep Reagent Set for Illumina (New England BioLabs Inc.) was used to prepare individually bar-coded next generation sequencing expression libraries.","50bp, paired end RNA-seq (25 million read)","9606","poly-A enriched mRNA","Image analysis and base calling was performed using the standard Illumina Pipeline consisting of Real time Analysis (RTA) version v1.13.","Raw reads were de-multiplexed using a bcl2fastq conversion software v1.8.3 (Illumina, Inc.) with default settings.","Quality control checks on raw sequence data from each sample were performed using FastQC (Babraham Bioinformatics)."," Raw reads were mapped to the reference human genome hg19/GRCh37 using TopHat v1.4","The alignment metrics of the mapped reads were estimated using SAMtools.","Aligned reads were imported onto the commercial data analysis platform AvadisNGS v1.5 (Strand Life Sciences) and were filtered on the basis of read quality metrics where reads with a base quality score less than 30, alignment score less than 95, and mapping quality less than 40 were removed. Remaining reads were then filtered on the basis of their read statistics, where missing mates, translocated, unaligned and flipped reads were removed. The reads list was then filtered to remove duplicates.","Quantification of transcript abundance in AvadisNGS v 1.5 was performed on this final read list using Trimmed Means of M-values (TMM) as the normalization method","Genome_build: hg19","Supplementary_files_format_and_content: Output data was a normalized signal value generated by AvadisNGS v1.5. This data is presented in a tab-delimited text file.","GPL11154","Andrew,J,Link","andrew.link@vanderbilt.edu","615-343-6823","Andrew Link Lab","Pathology, Microbiology and Immunology","Vanderbilt University School of Medicine","1161 21st Ave South","Nashville","Tennessee","37232-2363","USA","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03275011","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX828409","NONE","RNA-seq","primary human B cells","Donor: HD31","7 d"
