"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","molecule_ch1","extract_protocol_ch1","extract_protocol_ch1.1","taxid_ch1","description","description.1","description.2","data_processing","data_processing.1","data_processing.2","data_processing.3","platform_id","contact_name","contact_email","contact_institute","contact_address","contact_city","contact_zip/postal_code","contact_country","data_row_count","instrument_model","library_selection","library_source","library_strategy","relation","relation.1","supplementary_file_1","cell type:ch1","disease status:ch1","gender:ch1"
"GSM2859475","9JD4_TFH_rep1","GSM2859475","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Follicular helper T cells","Homo sapiens","cell type: Follicular helper T cells","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 716271","total_rna_yield (ng): 383.016","9JD4_TFH","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035181","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399250","NONE","Follicular helper T cells","healthy","F"
"GSM2859476","9JD4_Treg_rep1","GSM2859476","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","T regulatory cells","Homo sapiens","cell type: T regulatory cells","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 582455","total_rna_yield (ng): 295.668","9JD4_Treg","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035180","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399251","NONE","T regulatory cells","healthy","F"
"GSM2859477","9JD4_Th1_rep1","GSM2859477","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Th1 cells","Homo sapiens","cell type: Th1 cells","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 788747","total_rna_yield (ng): 408.648","9JD4_Th1","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035179","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399252","NONE","Th1 cells","healthy","F"
"GSM2859478","9JD4_Th1/Th17_rep1","GSM2859478","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Th1/Th17 cells","Homo sapiens","cell type: Th1/Th17 cells","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 450000","total_rna_yield (ng): 356.544","9JD4_Th1/Th17","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035178","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399253","NONE","Th1/Th17 cells","healthy","F"
"GSM2859479","9JD4_Th17_rep1","GSM2859479","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Th17 cells","Homo sapiens","cell type: Th17 cells","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 431738","total_rna_yield (ng): 261.564","9JD4_Th17","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035177","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399254","NONE","Th17 cells","healthy","F"
"GSM2859480","9JD4_Th2_rep1","GSM2859480","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Th2 cells","Homo sapiens","cell type: Th2 cells","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 299584","total_rna_yield (ng): 111.06","9JD4_Th2","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035176","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399255","NONE","Th2 cells","healthy","F"
"GSM2859481","9JD4_CD4_naive_rep1","GSM2859481","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Naive CD4 T cells","Homo sapiens","cell type: Naive CD4 T cells","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 450000","total_rna_yield (ng): 193.992","9JD4_CD4_naive","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035175","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399256","NONE","Naive CD4 T cells","healthy","F"
"GSM2859482","9JD4_CD4_TE_rep1","GSM2859482","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Terminal effector CD4 T cells","Homo sapiens","cell type: Terminal effector CD4 T cells","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 114066","total_rna_yield (ng): 18.984","9JD4_CD4_TE","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035174","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399257","NONE","Terminal effector CD4 T cells","healthy","F"
"GSM2859483","9JD4_Progenitor_rep1","GSM2859483","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Progenitor cells","Homo sapiens","cell type: Progenitor cells","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 22930","total_rna_yield (ng): 7.548","9JD4_Progenitor","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035173","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399258","NONE","Progenitor cells","healthy","F"
"GSM2859484","9JD4_B_naive_rep1","GSM2859484","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Naive B cells","Homo sapiens","cell type: Naive B cells","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 1499746","total_rna_yield (ng): 705.012","9JD4_B_naive","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035172","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399259","NONE","Naive B cells","healthy","F"
"GSM2859485","9JD4_B_NSM_rep1","GSM2859485","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Non-switched memory B cells","Homo sapiens","cell type: Non-switched memory B cells","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 317742","total_rna_yield (ng): 117.432","9JD4_B_NSM","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035171","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399260","NONE","Non-switched memory B cells","healthy","F"
"GSM2859486","9JD4_B_Ex_rep1","GSM2859486","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Exhausted B cells","Homo sapiens","cell type: Exhausted B cells","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 122804","total_rna_yield (ng): 30.18","9JD4_B_Ex","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035170","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399261","NONE","Exhausted B cells","healthy","F"
"GSM2859487","9JD4_B_SM_rep1","GSM2859487","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Switched memory B cells","Homo sapiens","cell type: Switched memory B cells","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 557031","total_rna_yield (ng): 370.896","9JD4_B_SM","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035169","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399262","NONE","Switched memory B cells","healthy","F"
"GSM2859488","9JD4_Plasmablasts_rep1","GSM2859488","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Plasmablasts","Homo sapiens","cell type: Plasmablasts","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 61729","total_rna_yield (ng): 76.2","9JD4_Plasmablasts","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035168","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399263","NONE","Plasmablasts","healthy","F"
"GSM2859489","9JD4_C_mono_rep1","GSM2859489","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Classical monocytes","Homo sapiens","cell type: Classical monocytes","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 300000","total_rna_yield (ng): 258.78","9JD4_C_mono","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035167","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399264","NONE","Classical monocytes","healthy","F"
"GSM2859490","9JD4_I_mono_rep1","GSM2859490","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Intermediate monocytes","Homo sapiens","cell type: Intermediate monocytes","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 172399","total_rna_yield (ng): 169.416","9JD4_I_mono","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035166","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399265","NONE","Intermediate monocytes","healthy","F"
"GSM2859491","9JD4_NC_mono_rep1","GSM2859491","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Non classical monocytes","Homo sapiens","cell type: Non classical monocytes","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 195224","total_rna_yield (ng): 128.328","9JD4_NC_mono","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035165","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399266","NONE","Non classical monocytes","healthy","F"
